country,date,sector,MtCO2 per day
United States,26/08/2024,International Aviation,0
United States,26/08/2024,Power,5.14164
United States,26/08/2024,Residential,0.902168
Brazil,27/08/2024,Domestic Aviation,0.0289793
Brazil,27/08/2024,Ground Transport,0.605111
Brazil,27/08/2024,Industry,0.423255
Brazil,27/08/2024,International Aviation,0
Brazil,27/08/2024,Power,0.156536
Brazil,27/08/2024,Residential,0.107823
China,27/08/2024,Domestic Aviation,0.347935
China,27/08/2024,Ground Transport,2.75585
China,27/08/2024,Industry,9.47928
China,27/08/2024,International Aviation,0
China,27/08/2024,Power,20.4778
China,27/08/2024,Residential,0.982547
EU27 & UK,27/08/2024,Domestic Aviation,0.0603464
EU27 & UK,27/08/2024,Ground Transport,2.43448
EU27 & UK,27/08/2024,Industry,1.75691
EU27 & UK,27/08/2024,International Aviation,0
EU27 & UK,27/08/2024,Power,1.73971
EU27 & UK,27/08/2024,Residential,0.569401
France,27/08/2024,Domestic Aviation,0.0127402
France,27/08/2024,Ground Transport,0.325575
France,27/08/2024,Industry,0.198112
France,27/08/2024,International Aviation,0
France,27/08/2024,Power,0.0324228
France,27/08/2024,Residential,0.0796282
Germany,27/08/2024,Domestic Aviation,0.00369062
Germany,27/08/2024,Ground Transport,0.394299
Germany,27/08/2024,Industry,0.345557
Germany,27/08/2024,International Aviation,0
Germany,27/08/2024,Power,0.458104
Germany,27/08/2024,Residential,0.0739583
India,27/08/2024,Domestic Aviation,0.0450325
India,27/08/2024,Ground Transport,0.940279
India,27/08/2024,Industry,1.97971
India,27/08/2024,International Aviation,0
India,27/08/2024,Power,3.33946
India,27/08/2024,Residential,0.289658
Italy,27/08/2024,Domestic Aviation,0.00846537
Italy,27/08/2024,Ground Transport,0.257788
Italy,27/08/2024,Industry,0.121217
Italy,27/08/2024,International Aviation,0
Italy,27/08/2024,Power,0.2844
Italy,27/08/2024,Residential,0.0678471
Japan,27/08/2024,Domestic Aviation,0.0309118
Japan,27/08/2024,Ground Transport,0.476778
Japan,27/08/2024,Industry,0.613051
Japan,27/08/2024,International Aviation,0
Japan,27/08/2024,Power,1.60535
Japan,27/08/2024,Residential,0.118221
ROW,27/08/2024,Domestic Aviation,0.203118
ROW,27/08/2024,Ground Transport,6.6529
ROW,27/08/2024,Industry,8.46422
ROW,27/08/2024,International Aviation,1.83324
ROW,27/08/2024,Power,10.4254
ROW,27/08/2024,Residential,1.45198
Russia,27/08/2024,Domestic Aviation,0.0574361
Russia,27/08/2024,Ground Transport,0.727996
Russia,27/08/2024,Industry,1.18805
Russia,27/08/2024,International Aviation,0
Russia,27/08/2024,Power,2.13332
Russia,27/08/2024,Residential,0.176386
Spain,27/08/2024,Domestic Aviation,0.02199
Spain,27/08/2024,Ground Transport,0.22249
Spain,27/08/2024,Industry,0.176847
Spain,27/08/2024,International Aviation,0
Spain,27/08/2024,Power,0.121843
Spain,27/08/2024,Residential,0.0505909
United Kingdom,27/08/2024,Domestic Aviation,0.00574119
United Kingdom,27/08/2024,Ground Transport,0.303488
United Kingdom,27/08/2024,Industry,0.175435
United Kingdom,27/08/2024,International Aviation,0
United Kingdom,27/08/2024,Power,0.0842648
United Kingdom,27/08/2024,Residential,0.133298
United States,27/08/2024,Domestic Aviation,0.443302
United States,27/08/2024,Ground Transport,4.77152
United States,27/08/2024,Industry,3.00542
United States,27/08/2024,International Aviation,0
United States,27/08/2024,Power,6.07579
United States,27/08/2024,Residential,0.895049
Brazil,28/08/2024,Domestic Aviation,0.0292585
Brazil,28/08/2024,Ground Transport,0.604835
Brazil,28/08/2024,Industry,0.401835
Brazil,28/08/2024,International Aviation,0
Brazil,28/08/2024,Power,0.148614
Brazil,28/08/2024,Residential,0.107823
China,28/08/2024,Domestic Aviation,0.345389
China,28/08/2024,Ground Transport,2.7612
China,28/08/2024,Industry,9.27502
China,28/08/2024,International Aviation,0
China,28/08/2024,Power,20.0366
China,28/08/2024,Residential,0.980594
EU27 & UK,28/08/2024,Domestic Aviation,0.0609912
EU27 & UK,28/08/2024,Ground Transport,2.43878
EU27 & UK,28/08/2024,Industry,1.80901
EU27 & UK,28/08/2024,International Aviation,0
EU27 & UK,28/08/2024,Power,1.79129
EU27 & UK,28/08/2024,Residential,0.562109
France,28/08/2024,Domestic Aviation,0.0130894
France,28/08/2024,Ground Transport,0.325067
France,28/08/2024,Industry,0.308277
France,28/08/2024,International Aviation,0
France,28/08/2024,Power,0.0504523
France,28/08/2024,Residential,0.0784345
Germany,28/08/2024,Domestic Aviation,0.00377698
Germany,28/08/2024,Ground Transport,0.396784
Germany,28/08/2024,Industry,0.3407
Germany,28/08/2024,International Aviation,0
Germany,28/08/2024,Power,0.451666
Germany,28/08/2024,Residential,0.0700743
India,28/08/2024,Domestic Aviation,0.0447916
India,28/08/2024,Ground Transport,0.95665
India,28/08/2024,Industry,2.05337
India,28/08/2024,International Aviation,0
India,28/08/2024,Power,3.46371
India,28/08/2024,Residential,0.289398
Italy,28/08/2024,Domestic Aviation,0.00814414
Italy,28/08/2024,Ground Transport,0.253344
Italy,28/08/2024,Industry,0.119076
Italy,28/08/2024,International Aviation,0
Italy,28/08/2024,Power,0.279376
Italy,28/08/2024,Residential,0.0674816
Japan,28/08/2024,Domestic Aviation,0.0290246
Japan,28/08/2024,Ground Transport,0.475663
Japan,28/08/2024,Industry,0.591614
Japan,28/08/2024,International Aviation,0
Japan,28/08/2024,Power,1.54921
Japan,28/08/2024,Residential,0.117822
ROW,28/08/2024,Domestic Aviation,0.206917
ROW,28/08/2024,Ground Transport,6.68451
ROW,28/08/2024,Industry,8.47369
ROW,28/08/2024,International Aviation,1.85913
ROW,28/08/2024,Power,10.4445
ROW,28/08/2024,Residential,1.48764
Russia,28/08/2024,Domestic Aviation,0.057757
Russia,28/08/2024,Ground Transport,0.72783
Russia,28/08/2024,Industry,1.18803
Russia,28/08/2024,International Aviation,0
Russia,28/08/2024,Power,2.13329
Russia,28/08/2024,Residential,0.173347
Spain,28/08/2024,Domestic Aviation,0.0222189
Spain,28/08/2024,Ground Transport,0.228907
Spain,28/08/2024,Industry,0.163933
Spain,28/08/2024,International Aviation,0
Spain,28/08/2024,Power,0.112946
Spain,28/08/2024,Residential,0.0505317
United Kingdom,28/08/2024,Domestic Aviation,0.00574301
United Kingdom,28/08/2024,Ground Transport,0.302834
United Kingdom,28/08/2024,Industry,0.233012
United Kingdom,28/08/2024,International Aviation,0
United Kingdom,28/08/2024,Power,0.11192
United Kingdom,28/08/2024,Residential,0.133759
United States,28/08/2024,Domestic Aviation,0.432594
United States,28/08/2024,Ground Transport,4.80974
United States,28/08/2024,Industry,3.09011
United States,28/08/2024,International Aviation,0
United States,28/08/2024,Power,6.24698
United States,28/08/2024,Residential,0.918491
Brazil,29/08/2024,Domestic Aviation,0.0285492
Brazil,29/08/2024,Ground Transport,0.603417
Brazil,29/08/2024,Industry,0.398807
Brazil,29/08/2024,International Aviation,0
Brazil,29/08/2024,Power,0.147494
Brazil,29/08/2024,Residential,0.107823
China,29/08/2024,Domestic Aviation,0.342875
China,29/08/2024,Ground Transport,2.75799
China,29/08/2024,Industry,9.495
China,29/08/2024,International Aviation,0
China,29/08/2024,Power,20.5118
China,29/08/2024,Residential,0.984604
EU27 & UK,29/08/2024,Domestic Aviation,0.0610682
EU27 & UK,29/08/2024,Ground Transport,2.46071
EU27 & UK,29/08/2024,Industry,1.96491
EU27 & UK,29/08/2024,International Aviation,0
EU27 & UK,29/08/2024,Power,1.94566
EU27 & UK,29/08/2024,Residential,0.578305
France,29/08/2024,Domestic Aviation,0.0124298
France,29/08/2024,Ground Transport,0.332585
France,29/08/2024,Industry,0.362046
France,29/08/2024,International Aviation,0
France,29/08/2024,Power,0.0592522
France,29/08/2024,Residential,0.0797102
Germany,29/08/2024,Domestic Aviation,0.00359138
Germany,29/08/2024,Ground Transport,0.401771
Germany,29/08/2024,Industry,0.398758
Germany,29/08/2024,International Aviation,0
Germany,29/08/2024,Power,0.528633
Germany,29/08/2024,Residential,0.0700653
India,29/08/2024,Domestic Aviation,0.0449609
India,29/08/2024,Ground Transport,0.952641
India,29/08/2024,Industry,2.05918
India,29/08/2024,International Aviation,0
India,29/08/2024,Power,3.47352
India,29/08/2024,Residential,0.291801
Italy,29/08/2024,Domestic Aviation,0.00840782
Italy,29/08/2024,Ground Transport,0.252924
Italy,29/08/2024,Industry,0.121365
Italy,29/08/2024,International Aviation,0
Italy,29/08/2024,Power,0.284748
Italy,29/08/2024,Residential,0.0669425
Japan,29/08/2024,Domestic Aviation,0.0214045
Japan,29/08/2024,Ground Transport,0.477283
Japan,29/08/2024,Industry,0.563811
Japan,29/08/2024,International Aviation,0
Japan,29/08/2024,Power,1.47641
Japan,29/08/2024,Residential,0.117699
ROW,29/08/2024,Domestic Aviation,0.209296
ROW,29/08/2024,Ground Transport,6.70069
ROW,29/08/2024,Industry,8.67905
ROW,29/08/2024,International Aviation,1.86089
ROW,29/08/2024,Power,10.8251
ROW,29/08/2024,Residential,1.52456
Russia,29/08/2024,Domestic Aviation,0.0565199
Russia,29/08/2024,Ground Transport,0.730623
Russia,29/08/2024,Industry,1.18183
Russia,29/08/2024,International Aviation,0
Russia,29/08/2024,Power,2.12215
Russia,29/08/2024,Residential,0.181332
Spain,29/08/2024,Domestic Aviation,0.0230361
Spain,29/08/2024,Ground Transport,0.241362
Spain,29/08/2024,Industry,0.171513
Spain,29/08/2024,International Aviation,0
Spain,29/08/2024,Power,0.118169
Spain,29/08/2024,Residential,0.0510984
United Kingdom,29/08/2024,Domestic Aviation,0.00635074
United Kingdom,29/08/2024,Ground Transport,0.301436
United Kingdom,29/08/2024,Industry,0.245577
United Kingdom,29/08/2024,International Aviation,0
United Kingdom,29/08/2024,Power,0.117955
United Kingdom,29/08/2024,Residential,0.151013
United States,29/08/2024,Domestic Aviation,0.454404
United States,29/08/2024,Ground Transport,4.8343
United States,29/08/2024,Industry,3.02824
United States,29/08/2024,International Aviation,0
United States,29/08/2024,Power,6.12192
United States,29/08/2024,Residential,0.908576
Brazil,30/08/2024,Domestic Aviation,0.0298034
Brazil,30/08/2024,Ground Transport,0.606736
Brazil,30/08/2024,Industry,0.39264
Brazil,30/08/2024,International Aviation,0
Brazil,30/08/2024,Power,0.145213
Brazil,30/08/2024,Residential,0.107823
China,30/08/2024,Domestic Aviation,0.34512
China,30/08/2024,Ground Transport,2.61807
China,30/08/2024,Industry,9.462
China,30/08/2024,International Aviation,0
China,30/08/2024,Power,20.4405
China,30/08/2024,Residential,0.987178
EU27 & UK,30/08/2024,Domestic Aviation,0.0634645
EU27 & UK,30/08/2024,Ground Transport,2.49424
EU27 & UK,30/08/2024,Industry,2.01998
EU27 & UK,30/08/2024,International Aviation,0
EU27 & UK,30/08/2024,Power,2.00019
EU27 & UK,30/08/2024,Residential,0.600029
France,30/08/2024,Domestic Aviation,0.0139811
France,30/08/2024,Ground Transport,0.339529
France,30/08/2024,Industry,0.351838
France,30/08/2024,International Aviation,0
France,30/08/2024,Power,0.0575815
France,30/08/2024,Residential,0.0880103
Germany,30/08/2024,Domestic Aviation,0.00348473
Germany,30/08/2024,Ground Transport,0.401286
Germany,30/08/2024,Industry,0.426335
Germany,30/08/2024,International Aviation,0
Germany,30/08/2024,Power,0.565192
Germany,30/08/2024,Residential,0.0759411
India,30/08/2024,Domestic Aviation,0.0450334
India,30/08/2024,Ground Transport,0.948855
India,30/08/2024,Industry,2.17742
India,30/08/2024,International Aviation,0
India,30/08/2024,Power,3.67296
India,30/08/2024,Residential,0.291798
Italy,30/08/2024,Domestic Aviation,0.00884548
Italy,30/08/2024,Ground Transport,0.266445
Italy,30/08/2024,Industry,0.120553
Italy,30/08/2024,International Aviation,0
Italy,30/08/2024,Power,0.282842
Italy,30/08/2024,Residential,0.0668212
Japan,30/08/2024,Domestic Aviation,0.0224837
Japan,30/08/2024,Ground Transport,0.473049
Japan,30/08/2024,Industry,0.543156
Japan,30/08/2024,International Aviation,0
Japan,30/08/2024,Power,1.42232
Japan,30/08/2024,Residential,0.117699
ROW,30/08/2024,Domestic Aviation,0.208074
ROW,30/08/2024,Ground Transport,6.55683
ROW,30/08/2024,Industry,8.46015
ROW,30/08/2024,International Aviation,1.88121
ROW,30/08/2024,Power,10.5655
ROW,30/08/2024,Residential,1.53432
Russia,30/08/2024,Domestic Aviation,0.0569068
Russia,30/08/2024,Ground Transport,0.731392
Russia,30/08/2024,Industry,1.16893
Russia,30/08/2024,International Aviation,0
Russia,30/08/2024,Power,2.099
Russia,30/08/2024,Residential,0.192219
Spain,30/08/2024,Domestic Aviation,0.0238481
Spain,30/08/2024,Ground Transport,0.241157
Spain,30/08/2024,Industry,0.166922
Spain,30/08/2024,International Aviation,0
Spain,30/08/2024,Power,0.115005
Spain,30/08/2024,Residential,0.0506629
United Kingdom,30/08/2024,Domestic Aviation,0.00622692
United Kingdom,30/08/2024,Ground Transport,0.305942
United Kingdom,30/08/2024,Industry,0.27689
United Kingdom,30/08/2024,International Aviation,0
United Kingdom,30/08/2024,Power,0.132996
United Kingdom,30/08/2024,Residential,0.155961
United States,30/08/2024,Domestic Aviation,0.474302
United States,30/08/2024,Ground Transport,4.8182
United States,30/08/2024,Industry,2.90577
United States,30/08/2024,International Aviation,0
United States,30/08/2024,Power,5.87432
United States,30/08/2024,Residential,0.898539
Brazil,31/08/2024,Domestic Aviation,0.0281955
Brazil,31/08/2024,Ground Transport,0.540496
Brazil,31/08/2024,Industry,0.373957
Brazil,31/08/2024,International Aviation,0
Brazil,31/08/2024,Power,0.138304
Brazil,31/08/2024,Residential,0.107823
China,31/08/2024,Domestic Aviation,0.335337
China,31/08/2024,Ground Transport,2.59645
China,31/08/2024,Industry,9.3033
China,31/08/2024,International Aviation,0
China,31/08/2024,Power,20.0977
China,31/08/2024,Residential,0.992112
EU27 & UK,31/08/2024,Domestic Aviation,0.0559223
EU27 & UK,31/08/2024,Ground Transport,2.19279
EU27 & UK,31/08/2024,Industry,1.3346
EU27 & UK,31/08/2024,International Aviation,0
EU27 & UK,31/08/2024,Power,1.32153
EU27 & UK,31/08/2024,Residential,0.597597
France,31/08/2024,Domestic Aviation,0.0133665
France,31/08/2024,Ground Transport,0.312928
France,31/08/2024,Industry,0.163279
France,31/08/2024,International Aviation,0
France,31/08/2024,Power,0.0267221
France,31/08/2024,Residential,0.0778375
Germany,31/08/2024,Domestic Aviation,0.00279945
Germany,31/08/2024,Ground Transport,0.366665
Germany,31/08/2024,Industry,0.246693
Germany,31/08/2024,International Aviation,0
Germany,31/08/2024,Power,0.327041
Germany,31/08/2024,Residential,0.0814759
India,31/08/2024,Domestic Aviation,0.0448496
India,31/08/2024,Ground Transport,0.930563
India,31/08/2024,Industry,2.23993
India,31/08/2024,International Aviation,0
India,31/08/2024,Power,3.77841
India,31/08/2024,Residential,0.286607
Italy,31/08/2024,Domestic Aviation,0.00896713
Italy,31/08/2024,Ground Transport,0.234064
Italy,31/08/2024,Industry,0.0855296
Italy,31/08/2024,International Aviation,0
Italy,31/08/2024,Power,0.200669
Italy,31/08/2024,Residential,0.0668602
Japan,31/08/2024,Domestic Aviation,0.0308292
Japan,31/08/2024,Ground Transport,0.456948
Japan,31/08/2024,Industry,0.449915
Japan,31/08/2024,International Aviation,0
Japan,31/08/2024,Power,1.17816
Japan,31/08/2024,Residential,0.118912
ROW,31/08/2024,Domestic Aviation,0.186352
ROW,31/08/2024,Ground Transport,6.10731
ROW,31/08/2024,Industry,8.13984
ROW,31/08/2024,International Aviation,1.90207
ROW,31/08/2024,Power,10.1155
ROW,31/08/2024,Residential,1.50623
Russia,31/08/2024,Domestic Aviation,0.0577702
Russia,31/08/2024,Ground Transport,0.634668
Russia,31/08/2024,Industry,1.13256
Russia,31/08/2024,International Aviation,0
Russia,31/08/2024,Power,2.03368
Russia,31/08/2024,Residential,0.210527
Spain,31/08/2024,Domestic Aviation,0.0207746
Spain,31/08/2024,Ground Transport,0.188621
Spain,31/08/2024,Industry,0.145769
Spain,31/08/2024,International Aviation,0
Spain,31/08/2024,Power,0.100431
Spain,31/08/2024,Residential,0.050779
United Kingdom,31/08/2024,Domestic Aviation,0.00415344
United Kingdom,31/08/2024,Ground Transport,0.28278
United Kingdom,31/08/2024,Industry,0.102982
United Kingdom,31/08/2024,International Aviation,0
United Kingdom,31/08/2024,Power,0.0494644
United Kingdom,31/08/2024,Residential,0.154874
United States,31/08/2024,Domestic Aviation,0.423385
United States,31/08/2024,Ground Transport,4.03694
United States,31/08/2024,Industry,2.84655
United States,31/08/2024,International Aviation,0
United States,31/08/2024,Power,5.75462
United States,31/08/2024,Residential,0.881929
Brazil,01/09/2024,Domestic Aviation,0.0263233
Brazil,01/09/2024,Ground Transport,0.391109
Brazil,01/09/2024,Industry,0.277425
Brazil,01/09/2024,International Aviation,0
Brazil,01/09/2024,Power,0.137026
Brazil,01/09/2024,Residential,0.111417
China,01/09/2024,Domestic Aviation,0.326368
China,01/09/2024,Ground Transport,2.74114
China,01/09/2024,Industry,10.7916
China,01/09/2024,International Aviation,0
China,01/09/2024,Power,20.0853
China,01/09/2024,Residential,1.0332
EU27 & UK,01/09/2024,Domestic Aviation,0.0576357
EU27 & UK,01/09/2024,Ground Transport,1.85955
EU27 & UK,01/09/2024,Industry,1.54085
EU27 & UK,01/09/2024,International Aviation,0
EU27 & UK,01/09/2024,Power,1.21271
EU27 & UK,01/09/2024,Residential,0.600533
France,01/09/2024,Domestic Aviation,0.012482
France,01/09/2024,Ground Transport,0.262231
France,01/09/2024,Industry,0.18638
France,01/09/2024,International Aviation,0
France,01/09/2024,Power,0.0265323
France,01/09/2024,Residential,0.0806552
Germany,01/09/2024,Domestic Aviation,0.00310109
Germany,01/09/2024,Ground Transport,0.319883
Germany,01/09/2024,Industry,0.262406
Germany,01/09/2024,International Aviation,0
Germany,01/09/2024,Power,0.316989
Germany,01/09/2024,Residential,0.0755049
India,01/09/2024,Domestic Aviation,0.0448618
India,01/09/2024,Ground Transport,0.830428
India,01/09/2024,Industry,2.13953
India,01/09/2024,International Aviation,0
India,01/09/2024,Power,3.51552
India,01/09/2024,Residential,0.294953
Italy,01/09/2024,Domestic Aviation,0.00898294
Italy,01/09/2024,Ground Transport,0.186623
Italy,01/09/2024,Industry,0.153467
Italy,01/09/2024,International Aviation,0
Italy,01/09/2024,Power,0.188558
Italy,01/09/2024,Residential,0.0690431
Japan,01/09/2024,Domestic Aviation,0.0300124
Japan,01/09/2024,Ground Transport,0.463805
Japan,01/09/2024,Industry,0.506959
Japan,01/09/2024,International Aviation,0
Japan,01/09/2024,Power,1.0355
Japan,01/09/2024,Residential,0.121647
ROW,01/09/2024,Domestic Aviation,0.187821
ROW,01/09/2024,Ground Transport,5.62439
ROW,01/09/2024,Industry,8.51549
ROW,01/09/2024,International Aviation,1.89706
ROW,01/09/2024,Power,9.63363
ROW,01/09/2024,Residential,1.5018
Russia,01/09/2024,Domestic Aviation,0.0569881
Russia,01/09/2024,Ground Transport,0.577129
Russia,01/09/2024,Industry,1.16472
Russia,01/09/2024,International Aviation,0
Russia,01/09/2024,Power,2.00522
Russia,01/09/2024,Residential,0.259246
Spain,01/09/2024,Domestic Aviation,0.0221848
Spain,01/09/2024,Ground Transport,0.139075
Spain,01/09/2024,Industry,0.229186
Spain,01/09/2024,International Aviation,0
Spain,01/09/2024,Power,0.0970534
Spain,01/09/2024,Residential,0.0521737
United Kingdom,01/09/2024,Domestic Aviation,0.00457756
United Kingdom,01/09/2024,Ground Transport,0.270162
United Kingdom,01/09/2024,Industry,0.0920625
United Kingdom,01/09/2024,International Aviation,0
United Kingdom,01/09/2024,Power,0.0622814
United Kingdom,01/09/2024,Residential,0.143961
United States,01/09/2024,Domestic Aviation,0.364583
United States,01/09/2024,Ground Transport,3.46434
United States,01/09/2024,Industry,3.15569
United States,01/09/2024,International Aviation,0
United States,01/09/2024,Power,5.26521
United States,01/09/2024,Residential,0.905653
Brazil,02/09/2024,Domestic Aviation,0.0291399
Brazil,02/09/2024,Ground Transport,0.593093
Brazil,02/09/2024,Industry,0.344108
Brazil,02/09/2024,International Aviation,0
Brazil,02/09/2024,Power,0.169962
Brazil,02/09/2024,Residential,0.111417
China,02/09/2024,Domestic Aviation,0.317337
China,02/09/2024,Ground Transport,2.74997
China,02/09/2024,Industry,10.6316
China,02/09/2024,International Aviation,0
China,02/09/2024,Power,19.7875
China,02/09/2024,Residential,1.01975
EU27 & UK,02/09/2024,Domestic Aviation,0.0593943
EU27 & UK,02/09/2024,Ground Transport,2.51816
EU27 & UK,02/09/2024,Industry,2.49497
EU27 & UK,02/09/2024,International Aviation,0
EU27 & UK,02/09/2024,Power,1.96365
EU27 & UK,02/09/2024,Residential,0.590971
France,02/09/2024,Domestic Aviation,0.0127984
France,02/09/2024,Ground Transport,0.333943
France,02/09/2024,Industry,0.474595
France,02/09/2024,International Aviation,0
France,02/09/2024,Power,0.0675614
France,02/09/2024,Residential,0.0814544
Germany,02/09/2024,Domestic Aviation,0.00347314
Germany,02/09/2024,Ground Transport,0.399921
Germany,02/09/2024,Industry,0.437032
Germany,02/09/2024,International Aviation,0
Germany,02/09/2024,Power,0.527938
Germany,02/09/2024,Residential,0.0724768
India,02/09/2024,Domestic Aviation,0.0453368
India,02/09/2024,Ground Transport,0.945295
India,02/09/2024,Industry,2.25379
India,02/09/2024,International Aviation,0
India,02/09/2024,Power,3.70326
India,02/09/2024,Residential,0.297256
Italy,02/09/2024,Domestic Aviation,0.00827136
Italy,02/09/2024,Ground Transport,0.28555
Italy,02/09/2024,Industry,0.24183
Italy,02/09/2024,International Aviation,0
Italy,02/09/2024,Power,0.297126
Italy,02/09/2024,Residential,0.069742
Japan,02/09/2024,Domestic Aviation,0.0300906
Japan,02/09/2024,Ground Transport,0.474179
Japan,02/09/2024,Industry,0.683025
Japan,02/09/2024,International Aviation,0
Japan,02/09/2024,Power,1.39513
Japan,02/09/2024,Residential,0.121634
ROW,02/09/2024,Domestic Aviation,0.197368
ROW,02/09/2024,Ground Transport,6.59357
ROW,02/09/2024,Industry,9.19429
ROW,02/09/2024,International Aviation,1.82777
ROW,02/09/2024,Power,10.4459
ROW,02/09/2024,Residential,1.48713
Russia,02/09/2024,Domestic Aviation,0.0591172
Russia,02/09/2024,Ground Transport,0.72186
Russia,02/09/2024,Industry,1.22572
Russia,02/09/2024,International Aviation,0
Russia,02/09/2024,Power,2.11024
Russia,02/09/2024,Residential,0.231763
Spain,02/09/2024,Domestic Aviation,0.0228141
Spain,02/09/2024,Ground Transport,0.264045
Spain,02/09/2024,Industry,0.255547
Spain,02/09/2024,International Aviation,0
Spain,02/09/2024,Power,0.108216
Spain,02/09/2024,Residential,0.0533376
United Kingdom,02/09/2024,Domestic Aviation,0.00504844
United Kingdom,02/09/2024,Ground Transport,0.300779
United Kingdom,02/09/2024,Industry,0.227888
United Kingdom,02/09/2024,International Aviation,0
United Kingdom,02/09/2024,Power,0.154169
United Kingdom,02/09/2024,Residential,0.142754
United States,02/09/2024,Domestic Aviation,0.413783
United States,02/09/2024,Ground Transport,3.01531
United States,02/09/2024,Industry,2.92937
United States,02/09/2024,International Aviation,0
United States,02/09/2024,Power,4.8876
United States,02/09/2024,Residential,0.929817
Brazil,03/09/2024,Domestic Aviation,0.0284337
Brazil,03/09/2024,Ground Transport,0.602638
Brazil,03/09/2024,Industry,0.349888
Brazil,03/09/2024,International Aviation,0
Brazil,03/09/2024,Power,0.172817
Brazil,03/09/2024,Residential,0.111417
China,03/09/2024,Domestic Aviation,0.310664
China,03/09/2024,Ground Transport,2.75724
China,03/09/2024,Industry,10.5138
China,03/09/2024,International Aviation,0
China,03/09/2024,Power,19.5683
China,03/09/2024,Residential,1.01872
EU27 & UK,03/09/2024,Domestic Aviation,0.0573324
EU27 & UK,03/09/2024,Ground Transport,2.55913
EU27 & UK,03/09/2024,Industry,2.7572
EU27 & UK,03/09/2024,International Aviation,0
EU27 & UK,03/09/2024,Power,2.17004
EU27 & UK,03/09/2024,Residential,0.60642
France,03/09/2024,Domestic Aviation,0.0109462
France,03/09/2024,Ground Transport,0.34567
France,03/09/2024,Industry,0.471
France,03/09/2024,International Aviation,0
France,03/09/2024,Power,0.0670497
France,03/09/2024,Residential,0.0831922
Germany,03/09/2024,Domestic Aviation,0.00343929
Germany,03/09/2024,Ground Transport,0.402678
Germany,03/09/2024,Industry,0.502956
Germany,03/09/2024,International Aviation,0
Germany,03/09/2024,Power,0.607575
Germany,03/09/2024,Residential,0.0724153
India,03/09/2024,Domestic Aviation,0.0451829
India,03/09/2024,Ground Transport,0.941456
India,03/09/2024,Industry,2.289
India,03/09/2024,International Aviation,0
India,03/09/2024,Power,3.7611
India,03/09/2024,Residential,0.30034
Italy,03/09/2024,Domestic Aviation,0.00829704
Italy,03/09/2024,Ground Transport,0.289802
Italy,03/09/2024,Industry,0.25335
Italy,03/09/2024,International Aviation,0
Italy,03/09/2024,Power,0.31128
Italy,03/09/2024,Residential,0.0697522
Japan,03/09/2024,Domestic Aviation,0.0304431
Japan,03/09/2024,Ground Transport,0.475077
Japan,03/09/2024,Industry,0.672216
Japan,03/09/2024,International Aviation,0
Japan,03/09/2024,Power,1.37305
Japan,03/09/2024,Residential,0.121835
ROW,03/09/2024,Domestic Aviation,0.200839
ROW,03/09/2024,Ground Transport,6.82938
ROW,03/09/2024,Industry,9.36416
ROW,03/09/2024,International Aviation,1.83103
ROW,03/09/2024,Power,10.7319
ROW,03/09/2024,Residential,1.47852
Russia,03/09/2024,Domestic Aviation,0.0558828
Russia,03/09/2024,Ground Transport,0.73338
Russia,03/09/2024,Industry,1.24985
Russia,03/09/2024,International Aviation,0
Russia,03/09/2024,Power,2.15179
Russia,03/09/2024,Residential,0.240667
Spain,03/09/2024,Domestic Aviation,0.0213113
Spain,03/09/2024,Ground Transport,0.267232
Spain,03/09/2024,Industry,0.233282
Spain,03/09/2024,International Aviation,0
Spain,03/09/2024,Power,0.0987878
Spain,03/09/2024,Residential,0.0554105
United Kingdom,03/09/2024,Domestic Aviation,0.00612205
United Kingdom,03/09/2024,Ground Transport,0.302131
United Kingdom,03/09/2024,Industry,0.259724
United Kingdom,03/09/2024,International Aviation,0
United Kingdom,03/09/2024,Power,0.175707
United Kingdom,03/09/2024,Residential,0.159886
United States,03/09/2024,Domestic Aviation,0.423516
United States,03/09/2024,Ground Transport,4.70806
United States,03/09/2024,Industry,2.79638
United States,03/09/2024,International Aviation,0
United States,03/09/2024,Power,4.66571
United States,03/09/2024,Residential,0.960822
Brazil,04/09/2024,Domestic Aviation,0.029337
Brazil,04/09/2024,Ground Transport,0.605631
Brazil,04/09/2024,Industry,0.365015
Brazil,04/09/2024,International Aviation,0
Brazil,04/09/2024,Power,0.180289
Brazil,04/09/2024,Residential,0.111417
China,04/09/2024,Domestic Aviation,0.31147
China,04/09/2024,Ground Transport,2.76586
China,04/09/2024,Industry,10.5244
China,04/09/2024,International Aviation,0
China,04/09/2024,Power,19.5879
China,04/09/2024,Residential,1.04368
EU27 & UK,04/09/2024,Domestic Aviation,0.0570288
EU27 & UK,04/09/2024,Ground Transport,2.56417
EU27 & UK,04/09/2024,Industry,2.79713
EU27 & UK,04/09/2024,International Aviation,0
EU27 & UK,04/09/2024,Power,2.20146
EU27 & UK,04/09/2024,Residential,0.638195
France,04/09/2024,Domestic Aviation,0.0106977
France,04/09/2024,Ground Transport,0.341887
France,04/09/2024,Industry,0.599831
France,04/09/2024,International Aviation,0
France,04/09/2024,Power,0.0853895
France,04/09/2024,Residential,0.0916231
Germany,04/09/2024,Domestic Aviation,0.00332082
Germany,04/09/2024,Ground Transport,0.406403
Germany,04/09/2024,Industry,0.504173
Germany,04/09/2024,International Aviation,0
Germany,04/09/2024,Power,0.609046
